drugName,condition,review,rating,usefulCount
Atorvastatin,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),9,77
Sertraline,Asthma,Waste of money for Asthma treatment...,2,54
Ciprofloxacin,Diabetes,,7,29
Fluoxetine,Depression,<div>Side effects were bad when I used this for Depression</div>,2,56
Ibuprofen,Diabetes,"good results for Diabetes, will continue using.",8,46
Metformin,Infection,Doctor prescribed this for Infection and it actually helped :),8,79
Atorvastatin,Insomnia,"good results for Insomnia, will continue using.",8,25
Prednisone,GERD,THIS DRUG worked GREAT for my GERD!!!,7,61
Sertraline,Depression,"good results for Depression, will continue using.",8,43
Ibuprofen,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,8,40
Atorvastatin,Hypertension,Terrible experience!! didn't help my Hypertension at all.,5,42
Prednisone,Acne,<div>Side effects were bad when I used this for Acne</div>,1,48
Fluoxetine,Infection,Doctor prescribed this for Infection and it actually helped :),8,63
Ciprofloxacin,Insomnia,<p>This medication improved my Insomnia a lot</p>,9,18
Amlodipine,Arthritis,Terrible experience!! didn't help my Arthritis at all.,1,10
Paracetamol,Hypertension,I feel much better now after using this medicine for Hypertension.,10,41
Metformin,Acne,Doctor prescribed this for Acne and it actually helped :),8,90
Azithromycin,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,9,89
Amoxicillin,Anxiety,<p>This medication improved my Anxiety a lot</p>,7,48
Azithromycin,Acne,<div>Side effects were bad when I used this for Acne</div>,3,99
Azithromycin,Infection,,6,82
Gabapentin,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),7,53
Doxycycline,Asthma,Doctor prescribed this for Asthma and it actually helped :),7,45
Omeprazole,Infection,I had headaches & nausea while taking this for Infection.,4,9
Ciprofloxacin,Arthritis,Terrible experience!! didn't help my Arthritis at all.,6,11
Doxycycline,Anxiety,"good results for Anxiety, will continue using.",8,43
Sertraline,,I feel much better now after using this medicine for Diabetes.,7,51
Amlodipine,Depression,Doctor prescribed this for Depression and it actually helped :),8,20
Atorvastatin,Hypertension,I had headaches & nausea while taking this for Hypertension.,5,92
Atorvastatin,Back Pain,<p>This medication improved my Back Pain a lot</p>,7,96
Paracetamol,Depression,I feel much better now after using this medicine for Depression.,7,17
Fluoxetine,Anxiety,I feel much better now after using this medicine for Anxiety.,10,67
Doxycycline,GERD,Terrible experience!! didn't help my GERD at all.,2,19
Lisinopril,Asthma,Waste of money for Asthma treatment...,6,22
Prednisone,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),10,64
Doxycycline,GERD,<div>Side effects were bad when I used this for GERD</div>,4,99
Amoxicillin,Asthma,<div>Side effects were bad when I used this for Asthma</div>,2,99
Gabapentin,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,8,48
Ciprofloxacin,Migraine,I feel much better now after using this medicine for Migraine.,9,5
Doxycycline,Insomnia,,9,93
Paracetamol,Acne,I feel much better now after using this medicine for Acne.,7,24
Doxycycline,Acne,Terrible experience!! didn't help my Acne at all.,3,36
Gabapentin,GERD,I had headaches & nausea while taking this for GERD.,4,23
Atorvastatin,Depression,I feel much better now after using this medicine for Depression.,9,41
Paracetamol,Infection,"good results for Infection, will continue using.",8,70
Atorvastatin,Anxiety,Waste of money for Anxiety treatment...,5,79
Ibuprofen,Arthritis,Terrible experience!! didn't help my Arthritis at all.,2,96
Doxycycline,Allergy,Terrible experience!! didn't help my Allergy at all.,4,1
Paracetamol,,"good results for Hypertension, will continue using.",8,9
Omeprazole,Back Pain,Waste of money for Back Pain treatment...,2,21
Atorvastatin,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,8,17
Paracetamol,,I feel much better now after using this medicine for Anxiety.,7,4
Lisinopril,GERD,Waste of money for GERD treatment...,5,93
Sertraline,Migraine,Terrible experience!! didn't help my Migraine at all.,1,75
Atorvastatin,Acne,not effective for my Acne :(,2,89
Azithromycin,Anxiety,<p>This medication improved my Anxiety a lot</p>,9,87
Fluoxetine,Hypertension,Doctor prescribed this for Hypertension and it actually helped :),10,5
Doxycycline,Allergy,THIS DRUG worked GREAT for my Allergy!!!,9,45
Amlodipine,Diabetes,I feel much better now after using this medicine for Diabetes.,7,2
Sertraline,Asthma,"good results for Asthma, will continue using.",10,53
Doxycycline,Hypertension,I feel much better now after using this medicine for Hypertension.,7,97
Prednisone,Insomnia,I had headaches & nausea while taking this for Insomnia.,4,90
Azithromycin,Depression,THIS DRUG worked GREAT for my Depression!!!,10,47
Amlodipine,Insomnia,<div>Side effects were bad when I used this for Insomnia</div>,1,66
Atorvastatin,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),9,71
Ciprofloxacin,,"good results for Depression, will continue using.",9,64
Metformin,Asthma,I had headaches & nausea while taking this for Asthma.,1,83
Amoxicillin,Migraine,,8,67
Sertraline,Back Pain,,8,93
Fluoxetine,Arthritis,I had headaches & nausea while taking this for Arthritis.,6,80
Gabapentin,Arthritis,not effective for my Arthritis :(,4,32
Omeprazole,Diabetes,I feel much better now after using this medicine for Diabetes.,9,90
Metformin,Asthma,not effective for my Asthma :(,1,25
Sertraline,,Terrible experience!! didn't help my Depression at all.,1,44
Atorvastatin,Migraine,<p>This medication improved my Migraine a lot</p>,10,64
Fluoxetine,Diabetes,I had headaches & nausea while taking this for Diabetes.,3,62
Paracetamol,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),8,48
Metformin,Anxiety,<p>This medication improved my Anxiety a lot</p>,8,7
Metformin,Insomnia,Waste of money for Insomnia treatment...,6,99
Doxycycline,Anxiety,not effective for my Anxiety :(,5,57
Prednisone,,not effective for my Infection :(,5,20
Ibuprofen,Arthritis,,1,97
Omeprazole,,THIS DRUG worked GREAT for my Migraine!!!,8,38
Lisinopril,Infection,,1,26
Paracetamol,Infection,<div>Side effects were bad when I used this for Infection</div>,1,15
Doxycycline,Back Pain,<p>This medication improved my Back Pain a lot</p>,10,17
Ibuprofen,Allergy,Doctor prescribed this for Allergy and it actually helped :),9,77
Atorvastatin,Infection,Doctor prescribed this for Infection and it actually helped :),7,28
Atorvastatin,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,1,69
Atorvastatin,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,7,70
Fluoxetine,GERD,Doctor prescribed this for GERD and it actually helped :),9,20
Gabapentin,Migraine,<div>Side effects were bad when I used this for Migraine</div>,4,8
Lisinopril,Asthma,not effective for my Asthma :(,6,0
Prednisone,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,8,50
Ibuprofen,Asthma,THIS DRUG worked GREAT for my Asthma!!!,8,68
Azithromycin,Acne,Terrible experience!! didn't help my Acne at all.,5,10
Atorvastatin,Allergy,Doctor prescribed this for Allergy and it actually helped :),10,63
Atorvastatin,Insomnia,I had headaches & nausea while taking this for Insomnia.,3,49
Azithromycin,Allergy,"good results for Allergy, will continue using.",8,83
Metformin,Infection,I feel much better now after using this medicine for Infection.,10,22
Gabapentin,Insomnia,Terrible experience!! didn't help my Insomnia at all.,3,32
Amoxicillin,GERD,THIS DRUG worked GREAT for my GERD!!!,9,88
Lisinopril,Hypertension,I had headaches & nausea while taking this for Hypertension.,1,5
Sertraline,Acne,"good results for Acne, will continue using.",9,85
Ciprofloxacin,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,6,61
Amoxicillin,Asthma,,7,97
Metformin,Acne,<p>This medication improved my Acne a lot</p>,8,50
Lisinopril,Anxiety,<p>This medication improved my Anxiety a lot</p>,10,82
Prednisone,Migraine,<div>Side effects were bad when I used this for Migraine</div>,3,73
Amoxicillin,Infection,<div>Side effects were bad when I used this for Infection</div>,6,17
Gabapentin,Acne,<div>Side effects were bad when I used this for Acne</div>,3,12
Azithromycin,Back Pain,I had headaches & nausea while taking this for Back Pain.,4,21
Gabapentin,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,9,38
Paracetamol,Acne,Doctor prescribed this for Acne and it actually helped :),8,75
Ciprofloxacin,Asthma,THIS DRUG worked GREAT for my Asthma!!!,8,99
Amlodipine,GERD,I feel much better now after using this medicine for GERD.,7,18
Prednisone,Back Pain,Terrible experience!! didn't help my Back Pain at all.,6,20
Lisinopril,GERD,<p>This medication improved my GERD a lot</p>,10,89
Azithromycin,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,9,100
Azithromycin,Depression,I feel much better now after using this medicine for Depression.,8,1
Ibuprofen,Acne,Doctor prescribed this for Acne and it actually helped :),9,43
Amlodipine,Back Pain,not effective for my Back Pain :(,1,63
Prednisone,Diabetes,I feel much better now after using this medicine for Diabetes.,9,26
Atorvastatin,GERD,not effective for my GERD :(,2,75
Gabapentin,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),8,49
Ciprofloxacin,Back Pain,I had headaches & nausea while taking this for Back Pain.,2,72
Gabapentin,Migraine,Waste of money for Migraine treatment...,5,19
Prednisone,Anxiety,I feel much better now after using this medicine for Anxiety.,10,21
Metformin,Anxiety,I feel much better now after using this medicine for Anxiety.,10,35
Fluoxetine,Hypertension,I feel much better now after using this medicine for Hypertension.,10,1
Lisinopril,Migraine,I had headaches & nausea while taking this for Migraine.,3,11
Ibuprofen,Migraine,<div>Side effects were bad when I used this for Migraine</div>,2,70
Gabapentin,Back Pain,,2,40
Lisinopril,Insomnia,Waste of money for Insomnia treatment...,6,48
Ibuprofen,Migraine,I feel much better now after using this medicine for Migraine.,7,97
Sertraline,Migraine,I feel much better now after using this medicine for Migraine.,8,18
Ciprofloxacin,Allergy,THIS DRUG worked GREAT for my Allergy!!!,10,2
Atorvastatin,Migraine,I had headaches & nausea while taking this for Migraine.,1,12
Gabapentin,Allergy,I feel much better now after using this medicine for Allergy.,7,98
Omeprazole,Insomnia,not effective for my Insomnia :(,5,91
Ciprofloxacin,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,7,15
Gabapentin,Hypertension,I feel much better now after using this medicine for Hypertension.,7,48
Gabapentin,Asthma,Doctor prescribed this for Asthma and it actually helped :),10,32
Fluoxetine,,Doctor prescribed this for Asthma and it actually helped :),8,61
Sertraline,GERD,Terrible experience!! didn't help my GERD at all.,4,65
Gabapentin,Asthma,<div>Side effects were bad when I used this for Asthma</div>,2,12
Ciprofloxacin,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,9,57
Gabapentin,Infection,I feel much better now after using this medicine for Infection.,8,20
Amoxicillin,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),7,57
Metformin,,I feel much better now after using this medicine for Diabetes.,9,67
Ibuprofen,Arthritis,Waste of money for Arthritis treatment...,4,68
Amlodipine,Allergy,<div>Side effects were bad when I used this for Allergy</div>,4,96
Lisinopril,Migraine,not effective for my Migraine :(,6,70
Ibuprofen,GERD,Doctor prescribed this for GERD and it actually helped :),10,6
Paracetamol,Insomnia,"good results for Insomnia, will continue using.",9,60
Metformin,Acne,Waste of money for Acne treatment...,2,55
Ciprofloxacin,Hypertension,Doctor prescribed this for Hypertension and it actually helped :),10,87
Metformin,Back Pain,not effective for my Back Pain :(,6,50
Atorvastatin,Migraine,Doctor prescribed this for Migraine and it actually helped :),7,11
Sertraline,Allergy,not effective for my Allergy :(,3,56
Paracetamol,Asthma,not effective for my Asthma :(,2,92
Gabapentin,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,5,63
Omeprazole,Diabetes,Waste of money for Diabetes treatment...,2,71
Ibuprofen,Back Pain,Terrible experience!! didn't help my Back Pain at all.,4,77
Lisinopril,Anxiety,I had headaches & nausea while taking this for Anxiety.,5,36
Amoxicillin,Acne,THIS DRUG worked GREAT for my Acne!!!,10,96
Doxycycline,Allergy,<div>Side effects were bad when I used this for Allergy</div>,3,65
Ciprofloxacin,Acne,<p>This medication improved my Acne a lot</p>,7,71
Atorvastatin,Diabetes,not effective for my Diabetes :(,1,77
Ibuprofen,Acne,I feel much better now after using this medicine for Acne.,7,65
Atorvastatin,Depression,<p>This medication improved my Depression a lot</p>,8,89
Lisinopril,Diabetes,,10,25
Amoxicillin,Depression,Waste of money for Depression treatment...,6,42
Lisinopril,,"good results for Asthma, will continue using.",7,49
Prednisone,Migraine,Doctor prescribed this for Migraine and it actually helped :),9,20
Fluoxetine,Back Pain,I had headaches & nausea while taking this for Back Pain.,1,12
Prednisone,Infection,I had headaches & nausea while taking this for Infection.,6,88
Omeprazole,Depression,<p>This medication improved my Depression a lot</p>,9,0
Paracetamol,Back Pain,Waste of money for Back Pain treatment...,1,48
Metformin,Migraine,Doctor prescribed this for Migraine and it actually helped :),9,63
Metformin,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,2,44
Gabapentin,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,9,53
Prednisone,Acne,Doctor prescribed this for Acne and it actually helped :),10,35
Doxycycline,Hypertension,,10,37
Doxycycline,Acne,,5,73
Amlodipine,Arthritis,I had headaches & nausea while taking this for Arthritis.,4,30
Fluoxetine,Asthma,Waste of money for Asthma treatment...,3,1
Lisinopril,Insomnia,Terrible experience!! didn't help my Insomnia at all.,6,23
Paracetamol,GERD,Doctor prescribed this for GERD and it actually helped :),9,74
Azithromycin,Depression,I feel much better now after using this medicine for Depression.,8,55
Metformin,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),10,29
Azithromycin,Hypertension,<p>This medication improved my Hypertension a lot</p>,7,13
Amlodipine,,Doctor prescribed this for GERD and it actually helped :),7,76
Metformin,Acne,THIS DRUG worked GREAT for my Acne!!!,9,8
Metformin,Migraine,Waste of money for Migraine treatment...,3,95
